LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
57847-6,Leukocytes,NCnc,Pt,"Dial fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Both,,10*9/L,"Leukocytes [#/volume] in Dialysis fluid by Manual count",10*3/uL,2.29,false,"Leukocytes:NCnc:Pt:Dial fld:Qn:Manual count"
14373-5,Leukocytes,NCnc,Pt,"Gast fld",Qn,"Manual count",HEM/BC,2.44,ACTIVE,1,Observation,,10*3/uL,"Leukocytes [#/volume] in Gastric fluid by Manual count",10*3/uL,1.0k,false,"Leukocytes:NCnc:Pt:Gast fld:Qn:Manual count"
14811-4,Leukocytes,NCnc,Pt,"Pericard fld",Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,10*6/L,"Leukocytes [#/volume] in Pericardial fluid by Manual count",/uL,1.0k,false,"Leukocytes:NCnc:Pt:Pericard fld:Qn:Manual count"
810-2,Leukocytes,NCnc,Pt,"Periton fld",Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,10*6/L,"Leukocytes [#/volume] in Peritoneal fluid by Manual count",/uL,1.0,false,"Leukocytes:NCnc:Pt:Periton fld:Qn:Manual count"
13349-6,Leukocytes,NCnc,Pt,Stool,Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Both,,/mL,"Leukocytes [#/volume] in Stool by Manual count",/mL,1.0j-a,false,"Leukocytes:NCnc:Pt:Stool:Qn:Manual count"
11156-7,Leukocytes,Morph,Pt,Bld,Nom,,HEM/BC,2.82,ACTIVE,1,Observation,,,"Leukocytes [Morphology] in Blood",,1.0j-a,false,Leukocytes:Morph:Pt:Bld:Nom:
30430-3,"Mesothelial cells/Leukocytes",NFr,Pt,"Pericard fld",Qn,,HEM/BC,2.79,ACTIVE,1,Observation,,%,"Mesothelial cells/Leukocytes in Pericardial fluid",%,2.04,false,"Mesothelial cells/Leukocytes:NFr:Pt:Pericard fld:Qn:"
30432-9,"Mesothelial cells/Leukocytes",NFr,Pt,"Periton fld",Qn,,HEM/BC,2.79,ACTIVE,1,Observation,,%,"Mesothelial cells/Leukocytes in Peritoneal fluid",%,2.04,false,"Mesothelial cells/Leukocytes:NFr:Pt:Periton fld:Qn:"
42204-8,"Hairy cells/Leukocytes",NFr,Pt,"Bone mar",Qn,,HEM/BC,2.79,ACTIVE,1,Observation,,%,"Hairy cells/Leukocytes in Bone marrow",%,2.16,false,"Hairy cells/Leukocytes:NFr:Pt:Bone mar:Qn:"
76350-8,"Other cells/Leukocytes",NFr,Pt,"Body fld",Qn,,HEM/BC,2.79,ACTIVE,1,Observation,,%,"Other cells/Leukocytes in Body fluid",%,2.52,false,"Other cells/Leukocytes:NFr:Pt:Body fld:Qn:"
50404-3,"Other cells/Leukocytes",Prid,Pt,"Synv fld",Nom,,HEM/BC,2.79,ACTIVE,1,Observation,,,"Other cells/Leukocytes [Identifier] in Synovial fluid",,2.22,false,"Other cells/Leukocytes:Prid:Pt:Synv fld:Nom:"
30469-1,"Unspecified cells/Leukocytes",NFr,Pt,"Body fld",Qn,,HEM/BC,2.79,ACTIVE,1,Observation,,%,"Unspecified cells/Leukocytes in Body fluid",%,2.04,false,"Unspecified cells/Leukocytes:NFr:Pt:Body fld:Qn:"
33765-9,Leukocytes,NCnc,Pt,"^BPU.platelet pheresis",Qn,"Automated count",BLDBK,2.72,ACTIVE,1,Observation,,10*3/uL,"Leukocytes [#/volume] in Blood Product unit.platelet pheresis by Automated count",10*3/uL,2.09,false,"Leukocytes:NCnc:Pt:^BPU.platelet pheresis:Qn:Automated count"
95218-4,Leukocytes,NCnc,Pt,"^Stem cell product",Qn,,HEM/BC,2.68,ACTIVE,1,Both,,10*9/L,"Leukocytes [#/volume] in Stem cell product",10*9/L,2.68,false,"Leukocytes:NCnc:Pt:^Stem cell product:Qn:"
53518-7,Leukocytes,NCnc,Pt,"Dial fld",Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,10*9/L,"Leukocytes [#/volume] in Dialysis fluid",10*3/uL,2.26,false,"Leukocytes:NCnc:Pt:Dial fld:Qn:"
30402-2,Leukocytes,NCnc,Pt,"Gast fld",Qn,,HEM/BC,2.44,ACTIVE,1,Observation,,10*3/uL,"Leukocytes [#/volume] in Gastric fluid",10*3/uL,2.04,false,"Leukocytes:NCnc:Pt:Gast fld:Qn:"
30403-0,Leukocytes,NCnc,Pt,"Pericard fld",Qn,,HEM/BC,2.44,ACTIVE,1,Observation,,10*3/uL,"Leukocytes [#/volume] in Pericardial fluid",10*3/uL,2.04,false,"Leukocytes:NCnc:Pt:Pericard fld:Qn:"
26468-9,Leukocytes,NCnc,Pt,"Periton fld",Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,10*3/uL,"Leukocytes [#/volume] in Peritoneal fluid",10*3/uL,2.00,false,"Leukocytes:NCnc:Pt:Periton fld:Qn:"
30404-8,Leukocytes,NCnc,Pt,Stool,Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,/mL,"Leukocytes [#/volume] in Stool",/mL,2.04,false,Leukocytes:NCnc:Pt:Stool:Qn:
19048-8,Erythrocytes.nucleated/Leukocytes,Ratio,Pt,Bld,Qn,,HEM/BC,2.79,ACTIVE,1,Observation,,"/100 WBC","Nucleated erythrocytes/Leukocytes [Ratio] in Blood",/100{WBCs},1.0l,false,Erythrocytes.nucleated/Leukocytes:Ratio:Pt:Bld:Qn:
21094-8,Basophils/Leukocytes,NFr,Pt,Sputum,Qn,"Manual count",HEM/BC,2.79,ACTIVE,1,Observation,,%,"Basophils/Leukocytes in Sputum by Manual count",%,1.0m,false,"Basophils/Leukocytes:NFr:Pt:Sputum:Qn:Manual count"
14625-8,Basophils/Leukocytes,NFr,Pt,Bronchial,Qn,"Manual count",HEM/BC,2.79,ACTIVE,1,Observation,,%,"Basophils/Leukocytes in Bronchial specimen by Manual count",%,1.0k,false,"Basophils/Leukocytes:NFr:Pt:Bronchial:Qn:Manual count"
14709-0,Eosinophils/Leukocytes,NFr,Pt,Bronchial,Qn,"Manual count",HEM/BC,2.79,ACTIVE,1,Observation,,%,"Eosinophils/Leukocytes in Bronchial specimen by Manual count",%,1.0k,false,"Eosinophils/Leukocytes:NFr:Pt:Bronchial:Qn:Manual count"
20408-1,Leukocytes,NCnc,Pt,Urine,SemiQn,"Test strip",UA,2.75,ACTIVE,1,Observation,,"Leu/uL; WBCS/uL","Leukocytes [#/volume] in Urine by Test strip",/uL,1.0m,false,"Leukocytes:NCnc:Pt:Urine:SemiQn:Test strip"
40544-9,Monocytes/Leukocytes,NFr,Pt,Bronchial,Qn,"Manual count",HEM/BC,2.79,ACTIVE,1,Observation,,%,"Monocytes/Leukocytes in Bronchial specimen by Manual count",%,2.15,false,"Monocytes/Leukocytes:NFr:Pt:Bronchial:Qn:Manual count"
17287-4,Monocytes/Leukocytes,NFr,Pt,Urine,Qn,"Manual count",HEM/BC,2.79,ACTIVE,1,Observation,,%,"Monocytes/Leukocytes in Urine by Manual count",%,1.0l,false,"Monocytes/Leukocytes:NFr:Pt:Urine:Qn:Manual count"
14773-6,Granulocytes/Leukocytes,NFr,Pt,Bronchial,Qn,"Manual count",HEM/BC,2.79,ACTIVE,1,Observation,,%,"Granulocytes/Leukocytes in Bronchial specimen by Manual count",%,1.0k,false,"Granulocytes/Leukocytes:NFr:Pt:Bronchial:Qn:Manual count"
14378-4,Granulocytes/Leukocytes,NFr,Pt,Urine,Qn,"Manual count",HEM/BC,2.79,ACTIVE,1,Observation,,%,"Granulocytes/Leukocytes in Urine by Manual count",%,1.0k,false,"Granulocytes/Leukocytes:NFr:Pt:Urine:Qn:Manual count"
14823-9,Macrophages/Leukocytes,NFr,Pt,Bronchial,Qn,"Manual count",HEM/BC,2.79,ACTIVE,1,Observation,,%,"Macrophages/Leukocytes in Bronchial specimen by Manual count",%,1.0k,false,"Macrophages/Leukocytes:NFr:Pt:Bronchial:Qn:Manual count"
10579-1,Leukocytes,NCnc,Pt,Semen,Qn,,FERT,2.73,ACTIVE,1,Observation,,10*9/L,"Leukocytes [#/volume] in Semen",10*3/uL,1.0i,false,Leukocytes:NCnc:Pt:Semen:Qn:
33768-3,"Leukocyte clumps",NCnc,Pt,Urine,Qn,"Automated count",UA,2.73,ACTIVE,1,Observation,,/uL,"Leukocyte clumps [#/volume] in Urine by Automated count",/uL,2.09,false,"Leukocyte clumps:NCnc:Pt:Urine:Qn:Automated count"
811-0,Leukocytes,NCnc,Pt,Semen,Qn,"Automated count",FERT,2.73,ACTIVE,1,Observation,,10*3/uL,"Leukocytes [#/volume] in Semen by Automated count",10*3/uL,1.0,false,"Leukocytes:NCnc:Pt:Semen:Qn:Automated count"
